Code,Name,High,Low,Close,Volume,Change,,
RVM,Revett Mining Company In,1.2,1.2,1.2,130,-0.05,,4
RVX,Resverlogix Corp.,0.75,0.7,0.73,34825,0,,0
RWC,First Asset MSCI Canada,11.1,11.1,11.1,450,-0.14,,1.25
RWE,First Asset MSCI Europe,21.41,21.25,21.38,14408,0.08,,0.38
RWE.A,First Asset MSCI Europe,21.35,21.35,21.35,3500,-0.28,,1.29
RWE.B,First Asset MSCI Europe,20.55,20.55,20.55,5029,0.02,,0.1
RWE.D,First Asset MSCI Europe,20.55,20.55,20.55,5000,-0.19,,0.92
RWU.B,First Asset MSCI USA Lr,11.39,11.39,11.39,8000,0.18,,1.61
RWU.D,First Asset MSCI USA Lr,11.24,11.24,11.24,3000,0.16,,1.44
RWW,First Asset MSCI World L,21.82,21.76,21.79,2502,0.05,,0.23
RWW.A,First Asset MSCI Wld Low,21.54,21.54,21.54,500,-0.62,,2.8
RWW.B,First Asset MSCI Wld Lr,21.64,21.64,21.64,1100,-0.01,,0.05
RY,Royal Bank of Canada,80.95,80.08,80.09,1787174,0.07,,0.09
RY.PR.A,Royal Bank of Canada Pr,25.44,25.4,25.4,41291,-0.02,,0.08
RY.PR.B,RBC Non-Cum First Prefer,25.62,25.56,25.61,2547,0,,0
RY.PR.C,Royal Bank of Can. First,25.7,25.68,25.69,2317,0.01,,0.04
RY.PR.D,RBC First Pref Shares Se,25.7,25.67,25.67,2605,0,,0
RY.PR.E,RBC Non-Cum First Pr Shs,25.73,25.63,25.69,2515,0.06,,0.23
RY.PR.F,RBC Non-Cum First Pref S,25.7,25.68,25.7,7180,0.06,,0.23
RY.PR.G,RBC Non-Cum First Pr Ser,25.85,25.7,25.85,2410,0.11,,0.43
RY.PR.H,Royal Bank of Canada Prf,25.4,25.33,25.37,16440,0.04,,0.16
RY.PR.I,Royal Bank Pref Series,25.48,25.45,25.45,5665,-0.04,,0.16
RY.PR.K,Royal Bank Pref Series A,25.91,25.85,25.86,1714,0.1,,0.39
RY.PR.L,RBC Non Com 5-Year Srs A,26.57,26.41,26.57,2100,0.12,,0.45
RY.PR.W,RBC 4.90% Ser. W,25.27,25.19,25.21,5867,0.06,,0.24
RY.PR.Y,RBC First Pref Sh. Serie,25.37,25.33,25.35,1953,0.03,,0.12
RY.PR.Z,RBC First Pref Sh Series,25.54,25.46,25.5,9500,0.05,,0.2
S,Sherritt Intl Rv,3.15,2.95,2.98,1140395,-0.09,,2.93
SAM,Starcore International M,0.16,0.16,0.16,76253,0,,0
SAP,Saputo Inc.,32.9,31.86,32.23,350985,-0.25,,0.77
SAS,St. Andrew Goldfields Lt,0.28,0.25,0.27,271312,0.01,,3.85
SAU,ST Augustine Gold and Co,0.15,0.15,0.15,20000,0.01,,7.14
SBB,Sabina Gold and Silver C,0.57,0.51,0.55,250752,0.04,,7.84
SBC,Brompton Split Banc Corp,14.65,14.5,14.5,14816,0.01,,0.07
SBC.PR.A,Brompton Split Banc Corp,10.28,10.28,10.28,800,0,,0
SBI,Serabi Gold Plc,0.09,0.09,0.09,20000,0,,0
SBN,S Split Corp. Cl.A,9.65,9.51,9.62,13100,0.07,,0.73
SBN.PR.A,S Split Corp. Pref A,10.1,10.1,10.1,1500,0.05,,0.5
SBR,Silver Bear Resources In,0.1,0.08,0.1,34166,0.03,,42.86
SBT.U,Silver Bullion Trust Uni,9.34,9.16,9.34,2300,0.32,,3.55
SBT.UN,Silver Bullion Trust Uni,10.5,10.31,10.42,7201,0.11,,1.07
SCC,Sears Canada Inc,11.12,10.77,10.95,9441,-0.06,,0.54
SCI.UN,Sciti Rocs Trust,6.52,6.4,6.4,5523,-0.11,,1.69
SCL,Shawcor Ltd,54.6,54.04,54.2,150516,-0.05,,0.09
SCP,Sprott Resource Corp,2.51,2.38,2.51,243409,-0.01,,0.4
SCU,The Second Cup Ltd.,3.36,3.22,3.24,4529,-0.02,,0.61
SCW.UN,Canso Select Opportuniti,10.5,10.43,10.45,9313,-0.05,,0.48
SDI,Spectral Diagnos,0.34,0.31,0.34,14531,0.01,,3.03
SDY,Strad Energy Services Lt,4.91,4.81,4.91,16183,0.04,,0.82
SEA,Seabridge Gold Inc.,9.01,8.61,8.98,18150,0.26,,2.98
SEC,Senvest Capital,137,137,137,350,-3.2,,2.27
SEN,Serinus Energy Inc,2.12,2.07,2.07,7620,0.01,,0.49
SEQ,Shoreline Energy Corp,0.69,0.6,0.64,50920,-0.1,,13.51
SEQ.DB,Shoreline Energy Corp 9.,66,66,66,27000,-0.1,,0.15
SES,Secure Energy Services I,23.15,22.32,22.5,240571,-0.3,,1.32
SFI.UN,Sprott Strategic Fixed I,7.52,7.48,7.52,8950,0.05,,0.67
SGF,Shore Gold Inc.,0.24,0.23,0.23,58550,0,,0
SGL,Spyglass Resources Corp,1.39,1.35,1.39,216879,0.02,,1.46
SGQ,Southgobi Resources Ltd,0.66,0.66,0.66,869,0.04,,6.45
SGR,San Gold Corp,0.09,0.09,0.09,245160,0,,0
SGR.DB,San Gold Corp 8 Pct Debs,33.49,33.49,33.49,50000,-4.01,,10.69
SGY,Surge Energy Inc,6.84,6.55,6.64,1660350,-0.06,,0.9
SIF.UN,Strategic Income Allocat,9.3,9.3,9.3,3400,-0.11,,1.17
SII,Sprott Inc.,2.76,2.67,2.73,87995,0.05,,1.87
SIN.UN,Sciti Trust,11.47,11.4,11.44,6945,0.1,,0.88
SIS,Savaria Corp.,3.54,3.45,3.5,8800,0.02,,0.57
SJ,Stella Jones Inc,30.55,29.69,30.51,31541,0.55,,1.84
SJR.B,Shaw Communications Inc.,27.93,27.48,27.49,555768,-0.12,,0.43
SJR.PR.A,Shaw Communications Inc,21.98,21.76,21.76,1554,-0.05,,0.23
SKA.UN,Skylon All Asset Trust,18.53,18.53,18.53,1001,-0.01,,0.05
SKG.UN,Skylon Growth & Income F,8.86,8.83,8.86,1500,0.1,,1.14
SLF,Sun Life Financial Inc.,40.78,40.25,40.37,867494,0.15,,0.37
SLF.PR.A,Sun Life Financial Inc P,23.69,23.6,23.69,1544,0.09,,0.38
SLF.PR.B,Sun Life Financial Inc.,23.75,23.66,23.66,3950,0.02,,0.08
SLF.PR.C,Sunlife Financial Inc. C,22.39,22.3,22.35,1535,0.06,,0.27
SLF.PR.D,Sun Life Financial Inc.,22.3,22.23,22.23,5743,-0.01,,0.04
SLF.PR.E,Sun Life Financial Inc.,22.4,22.35,22.35,4456,-0.02,,0.09
SLF.PR.G,Sun Life Financial Inc.,21.8,21.7,21.8,4034,0.1,,0.46
SLF.PR.H,Sun Life Financial Inc P,25.54,25.4,25.52,10104,0.11,,0.43
SLF.PR.I,Sun Life Financial Inc P,26.17,26.12,26.15,8090,0.02,,0.08
SLR,Solitario Exploration &,1.35,1.35,1.35,100,-0.01,,0.74
SLW,Silver Wheaton Corp.,21.93,21.44,21.79,932074,0.19,,0.88
SMA,Smart Technologies Inc.,1.73,1.73,1.73,260,0,,0
SMC,Sulliden Mining Capital,0.48,0.43,0.43,114534,-0.03,,6.52
SMF,SEMAFO J,3.9,3.75,3.83,910435,0.06,,1.59
SMT,Sierra Metals Inc,1.67,1.65,1.65,10000,-0.02,,1.2
SMU.UN,Summit Industrial Income,6.06,5.98,6.01,11468,-0.03,,0.5
SNC,Snc-Lavalin Sv,52.4,51.28,51.41,245018,-0.56,,1.08
SOX,Stuart Olson Inc,8.76,8.55,8.55,23828,-0.21,,2.4
SOX.DB,Stuart Olson Inc 6 Pct D,101.6,101.5,101.5,56000,0,,0
SOX.DB.A,Stuart Olson Inc 6 Pct D,101,100.7,101,254000,0.3,,0.25
SOY,Sunopta Inc.,14.8,14.35,14.49,7957,-0.36,,2.42
SPB,Superior Plus Corp.,13.75,12.72,12.95,1390234,-1.18,,8.35
SPB.DB.E,Superior Plus Corp. 5.75,103.5,103,103,54000,-0.4,,0.42
SPB.DB.F,Superior Plus Corp. 6.0,107.8,106.7,106.7,160000,-2,,1.85
SPB.DB.G,Superior Plus Corp 7.5 U,114.4,114.4,114.4,6000,-7.7,,6.27
SPB.DB.H,Superior Plus Corp 6.0 P,107,107,107,12000,-0.5,,0.47
SPE,Spartan Energy Corp,3.44,3.21,3.27,1442588,-0.1,,2.97
SPM,Scorpio Mining Corp.,0.26,0.26,0.26,29700,0,,0
SPT,Stockport Exploration Inc,0.06,0.06,0.06,2000,0,,0
SQP,Strongco Corporation,3.39,3.39,3.39,200,0.06,,1.8
SQZ,Serica Energy Plc,0.21,0.21,0.21,500,-0.01,,4.55
SRT.U,Slate Retail REIT USD,11.7,11.24,11.7,5849,0.95,,8.84
SRT.UN,Slate Retail REIT,11.55,11.54,11.55,3725,-0.05,,0.43
SRV.UN,Sir Royalty Income Fund,13.11,12.83,12.87,3902,-0.01,,0.08
SSF.UN,Symphony Floating Rate S,9.48,9.41,9.41,17039,-0.01,,0.11
SSL,Sandstorm Gold Ltd,4.83,4.55,4.77,333768,0.26,,5.76
SSL.WT.A,Sandstorm Gold Ltd Warra,0.21,0.19,0.21,64000,0.03,,16.67
SSL.WT.B,Sandstorm Gold Ltd Warra,0.71,0.68,0.7,34285,-0.04,,5.41
SSO,Silver Standard Res Inc.,6.31,6.07,6.25,261801,0.06,,0.97
ST,Stonegate Agricom Ltd,0.09,0.09,0.09,51000,0,,0
ST.WT.A,Stonegate Agricom Ltd Wts,0.02,0.02,0.02,10000,0.01,,100
STB,Student Transportation I,6.99,6.88,6.9,67971,-0.04,,0.58
STB.DB.B,Student Transportation I,104.3,104.3,104.3,1000,-0.2,,0.17
STB.DB.C,Student Transportation I,104,104,104,100000,0,,0
STB.DB.U,Student Transportation I,102,102,102,20999,0,,0
STN,Stantec Inc,72.87,72.29,72.64,43670,0.15,,0.21
STNC,S&P/TSX North American P,743.7,740.1,742.7,0,-2.4,,0.32
STNU,S&P/TSX North American P,898.2,893.4,895.4,0,3.8,,0.43
STP,Southern Pacific Resourc,0.04,0.04,0.04,1206507,0,,0
STP.DB,Southern Pacific Res. Co,8.91,7.5,8.5,22000,-0.26,,2.97
SU,Suncor Energy Inc.,40.17,39.47,39.55,2099714,-0.3,,0.75
SUM,Solium Capital Inc.,8.69,8.6,8.67,125679,-0.01,,0.12
SUO,Sunshine Oilsands Ltd,0.17,0.14,0.15,780475,0,,0
SVB,Silver Bull Resources In,0.21,0.2,0.2,29500,-0.01,,4.76
SVC,Sandvine Corporation,2.9,2.8,2.83,201467,-0.03,,1.05
SVL,Silvercrest Mines Inc,1.64,1.53,1.53,76802,-0.03,,1.92
SVM,Silvercorp Metals Inc.,1.76,1.68,1.75,93030,0.05,,2.94
SVR,Ishares Silver Bullion E,9.96,9.82,9.96,2498,0.27,,2.79
SVR.C,Ishares Silver Bullion E,7.82,7.75,7.82,1234,0.2,,2.62
SVY,Savanna Energy Services,6.83,6.65,6.68,78189,-0.17,,2.48
SW,Sierra Wireless,30.53,28.87,28.93,92883,-0.95,,3.18
SWC.U,Stillwater Mining Compan,14.5,13.96,14.11,2949,-0.15,,1.05
SWD,Sunward Resources Ltd,0.13,0.13,0.13,27500,-0.01,,7.14
SWY,Stornoway Diamond Corp.,0.59,0.57,0.59,148230,0.01,,1.72
SWY.WT.A,Stornoway Diamond Corp W,0.08,0.08,0.08,23000,0,,0
SXI,Synex Intl J,0.5,0.5,0.5,3981,0.01,,2.04
SXP,Supremex Inc.,2.79,2.69,2.79,5400,0.08,,2.95
T,Telus Corporation,39.39,38.9,39.11,654785,0.14,,0.36
TA,Transalta Corporation,11.74,11.59,11.61,560947,-0.09,,0.77
TA.PR.D,Transalta Corp Prfd Seri,17.19,16.87,17.05,6177,0,,0
TA.PR.F,Transalta Corp Pref Seri,21.05,20.85,20.85,1000,-0.11,,0.52
TA.PR.H,Transalta Corp Pref Sh S,23.32,23.11,23.11,7150,-0.04,,0.17
TA.PR.J,Transalta Corp Pref Seri,24.74,24.7,24.7,1809,-0.05,,0.2
TAO,Tag Oil Ltd,1.68,1.63,1.66,110644,-0.01,,0.6
TBE,Twin Butte Energy Ltd.,1.53,1.44,1.49,2636097,-0.01,,0.67
TBE.DB,Twin Butte Energy Ltd 6.,95.77,95,95.77,86000,0.27,,0.28
TBL,Taiga Building Products,0.81,0.81,0.81,10000,0,,0
TBL.NT,Taiga Building Products,109.5,109.5,109.5,4000,0.3,,0.27
TC,Tucows Inc.,17.2,17.1,17.2,256,-0.13,,0.75
TCK.A,Teck Resources Limited C,21.83,21.24,21.3,7372,-0.6,,2.74
TCK.B,Teck Resources Limited C,20.28,19.54,19.84,3010704,-0.13,,0.65
TCL.A,Transcontinental Inc. C,14.5,14.3,14.36,51536,-0.07,,0.49
TCL.B,Transcontinental Inc. C,14.15,14.01,14.01,2100,-0.38,,2.64
TCL.PR.D,Transcontinental Inc Pre,25.41,25.41,25.41,3000,-0.01,,0.04
TCM,Thompson Creek Metals Co,2.41,2.25,2.37,359066,0.02,,0.85
TCN,Tricon Capital Group Inc,7.91,7.82,7.85,139325,0.06,,0.77
TCN.DB,Tricon Capital Group 6.3,133.5,133.5,133.5,3000,-2.1,,1.56
TCN.DB.A,Tricon Capital Group Inc,105.3,105.3,105.3,65000,-1.3,,1.21
TCP,Trident Performance Corp Class A,9.92,9.92,9.92,100,0.01,,0.1
TCS,Tecsys Inc J,8.25,8.08,8.25,1050,0.15,,1.85
TCT.UN,Top 10 Canadian Financia,11,11,11,700,0.1,,0.92
TCW,Trican Well,12.45,12.12,12.24,273265,-0.08,,0.65
TCZ,Trident Performance Corp,7.74,7.65,7.74,5500,0.12,,1.57
TD,Toronto-Dominion Bank,54.68,54.02,54.05,2124378,-0.09,,0.17
TD.PF.A,TD Bank Pref Series 1,25.13,25.03,25.05,48112,-0.33,,1.3
TD.PF.B,TD Bank Pref Series 3,25.09,25.01,25.05,41338,-0.1,,0.4
TD.PR.O,TD Bank Cl. A First Pre,25.01,24.98,24.98,7827,-0.31,,1.23
TD.PR.P,TD Bank Class A Pref,25.8,25.73,25.76,2605,-0.34,,1.3
TD.PR.Q,TD Pref Shares Cl A Ser,26.06,26.06,26.06,1942,-0.28,,1.06
TD.PR.R,TD Bank Preferred Shares,26.14,26.03,26.03,4724,-0.36,,1.36
TD.PR.S,TD Bank Ser S Pr,25.24,25.19,25.19,2585,-0.21,,0.83
TD.PR.T,TD Bank Pref Series T,25.39,25.34,25.35,9590,-0.15,,0.59
TD.PR.Y,TD Bank Ser Y Pr,25.34,25.25,25.25,2350,-0.22,,0.86
TD.PR.Z,TD Bank Pref Series Z,25.52,25.45,25.5,4120,-0.16,,0.62
TDG,Trinidad Drilling Ltd.,8.29,7.99,8.04,555063,-0.14,,1.71
TDS.C,TD Split Inc Class C Cap,29.01,29,29,550,-0.6,,2.03
TDS.PR.C,TD Split Inc Class C Pre,10.25,10.25,10.25,230,0.09,,0.89
TEI,Toscana Energy Income Co,13.1,13.01,13.01,2353,-0.08,,0.61
TEI.DB,Toscana Energy Income Co,97.5,97.5,97.5,9000,0,,0
TEL,Tellza Communications In,0.13,0.12,0.13,197000,0,,0
TET,Trilogy Energy Corp.,24.86,24.15,24.46,556423,0.29,,1.2
TFI,Transforce Inc.,27.4,27.2,27.26,185935,0.01,,0.04
TFI.DB.A,Transforce Inc 5.65 Pct,123.4,120,122.9,330999,-0.2,,0.16
TGA.DB,Transglobe Apartment REIT 5.4 Pct Debs,105.4,105.4,105.4,5100000,0,,0
TGF.UN,Timbercreek Global Real,13.25,13.25,13.25,225,-0.18,,1.34
TGF.WT,Timbercreek Global Real,0.01,0.01,0.01,1014,0,,0
TGL,Transglobe Energy Corp,6.33,6.21,6.23,57861,-0.03,,0.48
TGL.DB,Transglobe Energy Corp 6,95.5,95.5,95.5,261000,0,,0
TGO,Terago Inc.,4.99,4.89,4.99,2561,0.1,,2.04
TGZ,Teranga Gold Corporation,0.74,0.66,0.73,743483,0.07,,10.61
TH,Theratechnologies,0.5,0.48,0.48,14000,-0.01,,2.04
THB,Powershares Sp TSX High,13.52,13.52,13.52,100,-1.6,,10.58
THI,Tim Hortons Inc.,89.51,88.15,88.15,763820,-0.3,,0.34
THO,Tahoe Resources Inc,22.19,21.89,22.02,387266,-0.08,,0.36
TIH,Toromont Ind,26.53,26.04,26.28,138946,-0.27,,1.02
TKM,Tekmira Pharmaceuticals,30.5,26.4,27,844720,-6.31,,18.94
TKO,Taseko Mines Ltd.,1.94,1.89,1.91,29123,0,,0
TLB,Tearlab Corporation,3.87,3.6,3.6,4415,-0.36,,9.09
TLF.UN,Tech Leaders Income Fund,9.85,9.85,9.85,200,0.02,,0.2
TLM,Talisman Energy Inc.,9.2,9.02,9.04,2015695,-0.05,,0.55
TLM.PR.A,Talisman Energy Pref Ser,22.44,22.27,22.35,2179,0.1,,0.45
TLO,Talon Metals Corp.,0.36,0.33,0.33,345782,0.01,,3.13
TLV,Powershares Sp TSX Low V,24.66,24.65,24.65,2967,0.05,,0.2
TMA,Trimac Transportation Lt,6.88,6.78,6.88,8999,0.1,,1.47
TMB,Tembec Inc.,3.06,2.92,3,60286,-0.04,,1.32
TMC,Timbercreek Mtg Inv Corp,9.01,8.94,9,40844,0.09,,1.01
TMC.DB,Timbercreek Mtg Inv Corp,102,102,102,88999,1.5,,1.49
TMD,Titan Medical Inc,2.38,2.34,2.35,19327,0.02,,0.86
TMD.WT.B,Titan Medical Inc Wts Cl,0.66,0.66,0.66,1000,0,,0
TMD.WT.D,Titan Medical Inc Wts Cl,0.56,0.55,0.56,10000,0.01,,1.82
TMD.WT.E,Titan Medical Inc Wts Cl,0.28,0.28,0.28,1000,0.02,,7.69
TMI,Trimetals Mining Inc,0.16,0.16,0.16,43850,0,,0
TMI.B,Trimetals Mining Inc Cla,0.1,0.1,0.1,43300,-0.01,,9.09
TML,Treasury Metals Inc.,0.35,0.33,0.35,10413,0.03,,9.38
TMM,Timmins Gold Corp,1.43,1.33,1.39,364870,0.06,,4.51
TN.DB,True North Apartment Rei,103.8,103.8,103.8,3000,0,,0
TN.UN,True North Apartment Rei,8.47,8.4,8.44,13139,0.01,,0.12
TNP,Transatlantic Petroleum,9.6,9.2,9.2,14019,-0.05,,0.54
TNT.UN,True North Commercial Re,6.42,6.32,6.42,4750,0.18,,2.88
TNX,Tanzanian Royalty Explor,2.22,2.05,2.17,33810,0.14,,6.9
TOF.UN,Taylor North American Eq,12.3,12.07,12.1,24453,-0.01,,0.08
TOG,Torc Oil and Gas Ltd,11.61,11,11.17,845483,-0.18,,1.59
TOOC,TSX Capped Composite Index,17238.00,17081.00,17081.00,0,-54.00,,0.32
TOS,Tso3 Inc,1.32,1.23,1.23,240638,-0.01,,0.81
TOT,Total Energy Services In,19.83,19.3,19.7,20576,-0.02,,0.1
TOT.DB,Total Energy Services 5.,105,104,104,81000,-1,,0.95
TOU,Tourmaline Oil Corp,49.08,48,48.18,410058,-0.5,,1.03
TPH,Temple Hotels Inc,5.03,4.84,4.98,150956,0.17,,3.53
TPH.DB.C,Temple Hotels Inc 8.0 PC,102.8,102,102,51000,-0.4,,0.43
TPH.DB.D,Temple Hotels Inc 7.75 P,98.75,98.75,98.75,5000,0.75,,0.77
TPH.DB.E,Temple Hotels Inc 7.25 P,97.6,95.28,96.84,109000,0.84,,0.88
TPH.DB.F,Temple Hotels Inc 7.0 PC,95,93.58,95,63000,-1,,1.04
TPK,Ten Peaks Coffee Company,4.33,4.3,4.3,7400,-0.03,,0.69
TPL,Tethys Petroleum Limited,0.3,0.29,0.29,59500,-0.01,,3.33
TPX.A,Molson Coors Canada Inc.,81,81,81,500,-0.21,,0.26
TPX.B,Molson Coors Canada Inc.,84.5,82.31,82.77,7118,-1.2,,1.43
TR,Trillium Therapeutics In,0.26,0.24,0.26,47750,0.01,,4
TRF.UN,First Asset Energy & Resource Fund.,21.77,21.76,21.76,600,-0.15,,0.68
TRH.UN,Triax Diversif Un,10.04,10.04,10.04,446,0,,0
TRI,Thomson Reuters Corporat,42.1,41.62,41.62,852366,-0.17,,0.41
TRI.PR.B,Thomson Reuters Corporat,18.4,18.34,18.34,1900,-0.05,,0.27
TRL,Trimel Pharmaceuticals C,0.53,0.49,0.53,694000,0.04,,8.16
TRP,Transcanada Corp.,57.27,56.74,57.03,1434441,0.26,,0.46
TRP.PR.A,Transcanada Corp Pref Se,22.63,22.37,22.52,15314,0.1,,0.45
TRP.PR.B,Transcanada Corp Pref Se,19.26,19.19,19.25,10290,0,,0
TRP.PR.C,Transcanada Cumul Redeem,21.2,21.08,21.2,7108,0.09,,0.43
TRP.PR.D,Transcanada Corp Pref Se,24.94,24.85,24.94,2921,0.04,,0.16
TRP.PR.E,Transcanada Corp Pref Se,25.18,25.05,25.11,2607,0.1,,0.4
TRQ,Turquoise Hill Resources,4.24,4.11,4.15,685525,-0.02,,0.48
TRY,Troy Resources Limited,0.68,0.66,0.68,13500,-0.02,,2.86
TRZ.A,Transat A.T. Inc. Cl.A,8.99,8.95,8.95,700,0.3,,3.47
TRZ.B,Transat A.T. Inc. Class,9.01,8.9,8.95,22407,0.06,,0.67
TS.B,Torstar Corp. Cl. B Nv,7.49,6.95,7.38,1469255,0.55,,8.05
TSL,Tree Island Steel Ltd,1.83,1.83,1.83,2160,0.01,,0.55
TT,Terra Energy Corp.,0.32,0.31,0.32,24000,0,,0
TTCD,S&P/TSX Capped Consumer,153.4,151.5,151.5,0,-0.9,,0.6
TTCS,S&P/TSX Capped Consumer,372.6,368,369.1,0,-2.9,,0.77
TTE.UN,Top 20 Europe Dividend T,9.5,9.16,9.18,12710,-0.46,,4.77
TTEN,S&P/TSX Capped Energy,284.7,280,280.6,0,-2,,0.72
TTFS,S&P/TSX Capped Financial,253,250.4,250.5,0,-0.1,,0.04
TTGD,S&P/TSX Capped Gold,164.3,161.4,163.9,0,1.7,,1.07
TTH,Transition Therapeutics,7.29,7.12,7.28,2211,-0.27,,3.58
TTHC,S&P/TSX Capped Health CA,98.25,96.96,97.47,0,-0.88,,0.89
TTIN,S&P/TSX Capped Industria,197.3,193.7,193.8,0,-2.1,,1.06
TTMN,S&P/TSX Capped Metals An,778.3,760.3,767.6,0,-0.8,,0.1
TTMT,S&P/TSX Capped Materials,228.1,225.6,226.9,0,1.2,,0.53
TTRE,S&P/TSX Capped Real Esta,258.4,256.9,256.9,0,-0.6,,0.23
TTTK,S&P/TSX Capped Informati,41.51,41.02,41.07,0,-0.11,,0.27
TTTS,S&P/TSX Capped Telecommu,121.8,120.7,120.9,0,0.2,,0.17
TTUT,S&P/TSX Capped Utilities,219,217.2,217.2,0,-1.3,,0.59
TTY.UN,Top 20 Dividend Trust,10.78,10.74,10.74,5098,-0.06,,0.56
TUT.UN,Top 20 US Dividend Trust,11.15,11.12,11.13,10250,0.03,,0.27
TV,Trevali Mining Corporati,1.2,1.16,1.18,653634,0.01,,0.85
TVA.B,Tva Group Inc. Cl.B Nv,8.55,8.54,8.55,2144,0.15,,1.79
TVI,Tvi Pacific J,0.02,0.02,0.02,1210750,0,,0
TVK,Terravest Capital Inc,6.04,5.83,5.85,6754,-0.24,,3.94
TWC,Twc Enterprises Limited,11.2,11.19,11.2,249,0,,0
TX,Tuckamore Capital Manage,0.7,0.7,0.7,1700,0.02,,2.94
TX.DB.B,Tuckamore Capital Mgmt I,99,99,99,24000,0,,0
TXBA,S&P/TSX Composite Index,2786,2755,2755,0,0.00,,0.02
TXBB,S&P/TSX Composite Buybac,5460,5427,5428,0,-4.00,,0.08
TXBE,S&P/TSX Equal Weight Glo,200.1,196.1,198.7,0,0.7,,0.35
TXBM,S&P/TSX Globalbase Metal,123.1,119.2,121.3,0,1.4,,1.14
TXCE,S&P/TSX Composite Equal,121.3,120.4,120.5,0,-0.2,,0.17
TXCT,S&P/TSX Renew Energ & Cl,117.2,115.6,115.6,0,-1.1,,0.95
TXCX,TSX Composite Index,14879,14743,14743,0,-47.00,,0.32
TXDC,S&P/TSX Composite Divide,117.1,116,116,0,-0.3,,0.28
TXDE,S&P/TSX Equal Weight Div,275.3,272.2,272.4,0,0.1,,0.04
TXDV,S&P/TSX CDN Div Aristocr,263.9,262.1,262.3,0,-0.4,,0.14
TXEI,S&P/TSX Equity Income In,119.3,118.1,118.2,0,-0.3,,0.23
TXEW,S&P/TSX 60 Equal Weight,126.7,125.5,125.5,0,-0.5,,0.39
TXF,First Asset Tech Giants,12.23,12.09,12.09,4552,-0.06,,0.49
TXF.A,First Asset Tech Giants,12.18,12.18,12.18,1009,0.05,,0.41
TXFO,TSX Completion Index,989.4,981.6,982.7,0,-2.1,,0.21
TXG,Torex Gold Resources Inc,1.5,1.42,1.48,1471208,0.05,,3.5
TXGE,S&P/TSX Equal Weight Glo,972.2,953.6,971,0,15,,1.56
TXGM,S&P/TSX Global Mining In,71.84,69.09,70.54,0,1.13,,1.63
TXHB,S&P/TSX Composite High B,36.6,36.04,36.42,0,0.16,,0.44
TXHE,S&P/TSX High Income Ener,981.7,967.7,970.3,0,-4.8,,0.49
TXHU,S&P/TSX High Income Ener,997.2,984.4,987,0,2.6,,0.26
TXIE,S&P/TSX Equal Weight Ind,1761,1742,1742,0,-11.00,,0.61
TXL,Tesla Exploration Ltd,2.27,2.22,2.25,4600,-0.38,,14.45
TXLV,S&P/TSX Composite Low Vo,372.2,370,370,0,-0.3,,0.09
TXOE,S&P/TSX Equal Weight Oil,334.1,329.4,330.1,0,-1.8,,0.54
TXP,Touchstone Exploration I,0.76,0.72,0.73,50149,-0.03,,3.95
TXPL,S&P/TSX Preferred Share,938.5,937.7,938.2,0,0.4,,0.04
TXPR,S&P/TSX Preferred Share,810.2,809.6,810,0,0,,0
TXSC,TSX 60 Capped Index,952.2,942.7,942.7,0,-3.3,,0.35
TXSI,S&P/TSX 60 Shariah Index,116,114.5,114.5,0,-0.7,,0.64
TXSX,TSX 60 Index,861.1,852.5,852.5,0,-3,,0.35
TXSY,S&P/TSX Composite Shareh,348.4,345.5,346.2,0,-0.3,,0.09
TXT.PR.A,Top 10 Split Trust Prf.,13.28,13.28,13.28,400,-0.12,,0.9
TXT.UN,Top 10 Split Trust,4.54,4.53,4.53,900,-0.07,,1.52
TXTW,TSX Smallcap Index,627.8,621.6,624.2,0,-1,,0.17
TZS,Trez Capital Senior Mort,8.4,8.25,8.29,7184,0.04,,0.48
TZZ,Trez Capital Mortgage In,8.4,8.2,8.35,12338,0.19,,2.33
U,Uranium Participation Co,5.08,4.97,5.07,113093,0.06,,1.2
UCD.UN,Fa Morningstar US Consum,9.62,9.61,9.61,829,-0.06,,0.62
UEX,Uex Corp,0.31,0.3,0.31,86611,0,,0
UFS,Domtar Corporation,40.69,39.76,40.15,25573,-0.17,,0.42
UHB,Pwrshrs Sp500 High Beta,30.52,30.52,30.52,2352,-0.77,,2.46
ULV,Powershares Sp500 Low Vo,27.38,27.31,27.31,6215,-0.07,,0.26
UNC,United Corp Ltd,76.27,76.27,76.27,160,0,,0
UNC.PR.A,United Corp Pr A,28.71,28.7,28.7,1000,-0.05,,0.17
UNG.PR.D,Union Gas 6% B Pr,55,55,55,689,-0.05,,0.09
UNS,Uni Select Inc,28.83,28.59,28.59,856,0.02,,0.07
UNS.DB,Uni Select Inc. 5.90 Pct,103.5,103.3,103.3,15000,0.8,,0.73
UR,Urthecast Corp,1.28,1.12,1.25,259728,0.08,,6.84
URB,Urbana Corporation,1.86,1.85,1.86,24500,0.01,,0.54
URB.A,Urbana Corporation Cl A,1.9,1.85,1.85,29800,-0.01,,0.54
URE,Ur-Energy Inc.,1,0.94,0.94,109508,-0.06,,6
URZ,Uranerz Energy Corporati,1.16,1.13,1.13,16500,0,,0
USA,US Silver and Gold Inc,0.38,0.37,0.37,23290,0,,0
USB,Powershares Lad US 0 To,20.83,20.83,20.83,100,-0.01,,0.05
